GDA	0.0
SCN3A	0.04951512836222354
SCN3B	0.6105989247146244
GFER	0.012713877060034674
RPLP2	0.012806521525265761
ZSCAN9	0.0
PIP5KL1	0.008428810801692312
BTBD1	0.00633553266130606
BTBD2	0.0
RPLP0	0.044682744342535656
BTBD3	0.0
RPLP1	0.025800523570654012
TMEFF2	0.0
ACAA2	0.039738775393520664
TMEFF1	0.006327757617950547
SCN2B	0.6717141522260612
TFPT	0.02545371653393307
BARHL1	0.031820134932370646
UGCG	0.012445063001357453
BARHL2	0.0606757833348786
SCN2A	0.8132553673322174
BTBD7	0.00632599902612654
BTBD6	0.03126515546807945
GEM	0.0
BTBD9	0.0
OR1S2	0.0
BTBD8	0.0
OR1S1	0.018905020032709
TAGLN	0.023664190814623776
HSD11B1	0.04153765381420964
TFPI	0.012417977405515243
HSD11B2	0.018561588551126853
ACAA1	0.006249410966927664
NCR3LG1	0.0
RALGPS2	0.0062166552693158844
SCN1A	0.7351933037166734
SCN1B	0.6551937781196929
RALGPS1	0.010483402160940325
T	0.6019694288037967
ATN1	0.6363481121134495
GFY	0.0
FAIM	0.0
ACACA	0.23925787828715242
PPAPDC1B	0.008417518682233976
GGH	0.015882184061935187
OR1Q1	0.0
PPAPDC1A	0.0
ACACB	0.012793682547847154
SULT6B1	0.0
ZSCAN4	0.022163901528822028
ZSCAN1	0.0
ZSCAN2	0.0
GGN	0.0
GH2	0.0
GNGT1	0.0
GH1	0.008500992510973323
GNGT2	0.038013279982128126
PARP9	0.006265930645846468
PARP8	0.08401541319001594
POP1	0.012910173500318691
PARP6	0.012566720289889144
PARP3	0.01896506005911189
CT45A2	0.0
PARP4	0.04419438031620312
POP4	0.0
CT45A1	0.0
POP5	0.0
PARP1	0.14582384213184552
ACAD11	0.0
CT45A4	0.0
ACAD10	0.006289037869476599
PARP2	0.021874861316042313
CT45A3	0.0
SPATA6L	0.025479683874503202
POP7	0.0063465223904946326
CT45A6	0.0
CT45A5	0.0
BCKDK	0.009330653300079593
GFAP	0.8180025653425631
PCED1A	0.0
PCED1B	0.0
MGRN1	0.01893567347689538
ANP32A	0.02676490709964024
AMY2B	0.009461740326846935
AMY2A	0.08695670210205277
GHR	0.03684886375929661
PARVG	0.012616502918572676
MTERF	0.0
GIP	0.006395880826550036
AIFM3	0.006322846392823327
AIFM2	0.01679733807309171
ANP32B	0.023781041911653162
AIFM1	0.012664100420047363
ANP32D	0.0
ANP32E	0.0
SLC3A2	0.04090290201538269
GIF	0.0
RHOXF2B	0.03166333970722547
SLC3A1	0.006362584411341658
CCT6A	0.05554209207480117
BRWD3	0.04779669451536964
BRWD1	0.02494445173123087
FANCD2	0.0
AMY1C	0.10430916344930365
AMY1B	0.01243448901874828
PARVB	0.02811673385595773
AMY1A	0.056494359198205966
PARVA	0.03620975351100367
SCML4	0.02252177171226136
PTOV1	0.019127623048271283
