Gene,ISPP_AD,ISPP_AR,ISPP_XL,ISPP_PAE,HI,REC,CONS,RVIS,NET,GDI
UBL5,0.009562445824871592,0.012524627948221793,*,0.012506222114620776,0.11504,0.13588,0.000001,0.1012116093,0.781199836008485,1.20345
WSB1,0.015887831462091457,0.06474624180154687,*,0.015700128832416806,0.35908,0.18099,0.054554908,-0.4481253452,0.579784398142637,3046.97495
BMPER,0.0,0.7168736563298596,*,0.05265719050105776,0.16544,0.1313,0.878335955,0.0698529742,0.261262973709980,351.02238
SYDE2,0.03927096609393351,0.052503679413016674,*,0.030013800639821234,0.38055,0.12508,1.613985033,0.7164803004,0.581417643728943,2003.55658
SYDE1,0.0,0.0,*,0.012628814559251042,0.000001,0.000001,1.82030799,0.000001,0.248924850226516,418.30936
CDAN1,0.025629050309132435,0.6620844551265812,*,0.7079349243990605,0.11601,0.18383,-0.131541437,-0.8286376329,0.362178966914303,8611.31398
THRAP3,0.03133051354279669,0.08952704356131455,*,0.04331987243244909,0.24539,0.25503,2.327156709,-0.6190392752,0.952405485997655,163.30521
WSB2,0.009452837506799275,0.0064428733901295875,*,0.02092909052907778,0.07388,0.08144,2.462359184,0.2168989902,0.757418637422679,145.74374
BRE,0.07695711113546685,0.06424597521073687,*,0.06289914046232432,0.15997,0.23605,1.12740075,0.3509954662,0.876009156022293,18.0279
KIAA0226L,0.0,0.04777894317284597,*,0.006353817742592497,0.0468,0.06933,-0.332077914,0.6026029817,0.114371359811310,1760.15857
GGNBP2,0.0,0.028848454645834642,*,0.012528572951766922,0.000001,0.000001,2.035631449,-0.9349773582,0.165838020715418,50.12009
C11orf21,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.8801306708,*,484.52242
TGOLN2,0.0126928718981163,0.10699749041293016,*,0.04064249807884963,0.05986,0.18295,1.539934669,1.4183845793,0.265245903689638,2324.30935
HIST2H2AA3,0.0,0.0,*,0.0,0.000001,0.000001,2.846549716,0.000001,0.53917561279198,*
HIST2H2AA4,0.012915942699782466,0.0,*,0.006400261784039164,0.000001,0.000001,2.846549716,0.000001,0.800905186959344,*
KIAA0556,0.008412687175688521,0.03241339290526214,*,0.0,0.24714,0.09305,-0.159732107,0.8339998141,0.360942941623192,1341.46721
MASP1,0.0,0.6863776010323925,*,0.6791672317217184,0.29873,0.17266,-0.714546052,-0.6301968934,0.692921362409024,551.38054
MASP2,0.012814122590171348,0.5903471551941929,*,0.7486129128065735,0.12363,0.19027,-0.97691284,0.9424264954,0.296230416421892,1037.81374
STOML1,0.012798555060004683,0.06463338504386444,*,0.012544033483644548,0.23455,0.14915,-0.004352081,-0.4022122566,0.78706205052308,43.3537
MPV17,0.0,0.6524863824607632,*,0.6649802401165611,0.000001,0.000001,0.000001,-0.2735762528,0.261067360493173,20.34527
STOML2,0.021741119986513804,0.0158039393832533,*,0.02227419046740569,0.87655,0.14979,2.202309753,-0.4719929046,0.953635396114823,30.66945
STOML3,0.0,0.06081023993987771,*,0.0,0.19446,0.12726,-0.182478577,0.4630461076,0.307483654878265,147.8329
OR6S1,0.0,0.0,*,0.0,0.000001,0.000001,-0.99678114,1.4202015347,0.102581013869264,4876.76824
CTTNBP2,0.028309380481180854,0.01910070627860918,*,0.03236487546304095,0.1555,0.12377,-0.140566688,-1.4496822877,0.621834876666216,436.81472
MAT1A,0.15579546523239834,0.006352522934089898,*,0.7230724285567707,0.91599,0.37582,1.434904164,-0.7806462726,0.769576344875177,20.15228
PLS1,0.0,0.058940255310251564,*,0.018500379196680572,0.71025,0.1632,0.159331547,-0.3985731356,0.786222864254338,444.4767
CCNA1,0.11827795013449165,0.04756266311525575,*,0.1493358023071338,0.73655,0.38561,1.074853696,-0.492218069,0.437346025118793,39.03162
CCNA2,0.0625046346322975,0.006326841305167427,*,0.15324174538278879,0.99861,0.52166,2.275363902,0.3712242491,0.757957787865883,53.82847
PLS3,0.0,0.0,0.9279341425129872,0.1447243400495681,0.97698,0.64888,2.113177898,-0.4040327464,0.729555335782147,17.22072
CLCA2,0.014653703357820078,0.08142408657935342,*,0.05916508785816046,0.17798,0.15716,-0.494797974,-0.0367389825,0.0360765095835868,3264.55081
CLCA1,0.015725754267832206,0.0911059266725295,*,0.04509777189868045,0.04515,0.14318,0.478413108,0.2498616931,0.541727233200888,286.69998
CLCA4,0.012631827820294851,0.025739326770378133,*,0.03588986065049854,0.11919,0.12223,0.368018873,-0.7513221888,0.160389434557583,680.37144
RCOR3,0.0,0.0,*,0.01250764888031742,0.605,0.10748,2.459677492,-0.4058538669,0.967850061615549,15.27523
RCOR2,0.009529978251537336,0.0570555986982363,*,0.04833121229020467,0.15407,0.11192,1.72213761,-0.5142644846,0.993057815108867,38.78816
RCOR1,0.02240386989355228,0.018837615794011938,*,0.024761650035662844,0.15896,0.16064,2.026765067,-0.2515300117,0.76404840289896,30.15903
ZNF587B,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,136.17307
PLAUR,0.012644444532605595,0.046426822420686124,*,0.04216509253634142,0.19887,0.55831,1.455419554,1.3963343387,0.820155072975846,2238.41906
ZGLP1,0.0,0.015690276925197394,*,0.0,0.000001,0.000001,0.869354119,0.1709879119,0.114371359811310,80.87357
SMARCAL1,0.04461876374093776,0.6666904139994309,*,0.5983760091889636,0.06763,0.12074,1.411421559,-0.1267431206,0.907666138302357,1034.25533
CD164L2,0.00632015103026682,0.010615606259496249,*,0.006329419169084767,0.000001,0.000001,0.000001,0.1489415675,0.171019286646755,349.6621
IL1R2,0.009686155803956114,0.14752757217533252,*,0.041434545242777766,0.7012,0.27043,-0.869596778,-0.7108643211,0.889049084005304,77.72976
IL1R1,0.021259707727159228,0.0849333425303834,*,0.0710739433348325,0.18971,0.6013,1.523088889,0.0864408673,0.960318802012243,126.73913
UBA7,0.01886712357168457,0.07335090307663457,*,0.025689060758697292,0.08624,0.14468,1.285479528,0.2498616931,0.234747856276531,390.46775
UBA6,0.018784897557550192,0.0,*,0.05017695591752763,0.41355,0.11164,0.852925906,-0.9736166872,0.665355250421098,1758.06312
UBA5,0.0,0.012610609779904774,*,0.024884330966880832,0.06323,0.08867,1.413678079,0.1709879119,0.73478890842069,192.45042
TRPT1,0.0,0.031049990281126205,*,0.042222460059836125,0.07164,0.09553,0.70637861,0.3932709247,0.697236329564314,1546.19179
MTIF2,0.027133883874633342,0.04723272013046569,*,0.04151853833489568,0.26104,0.19736,-0.886772326,-0.8854247532,0.728168034242847,69.04388
MTIF3,0.0,0.03705105513628607,*,0.0,0.00894,0.03979,-1.002956152,0.505321956,0.214301249198703,46.07108
DAGLA,0.06024790567070455,0.020746710343412265,0.03210802743692358,0.03724320630042029,0.39271,0.11988,4.665223388,-0.5731278507,0.368619644030279,278.59856
IL23A,0.09444804381445557,0.03660303534570474,*,0.026617821321537123,0.38445,0.58278,0.000001,-0.0751598784,0.92893554528721,7.31511
CXorf65,0.0063373335252615605,0.019069670689490798,0.012450781653280603,0.0,0.000001,0.000001,0.000001,0.3694071088,*,43.25985
CXorf66,0.0,0.0,0.006373720440966212,0.0,0.000001,0.000001,-0.074130351,0.7937528714,*,4.19169
CXorf67,0.0,0.0,0.0,0.0,0.000001,0.000001,0.000001,0.000001,*,11.65682
PLTP,0.05296323332624639,0.05165712640362851,*,0.061287917060428666,0.36337,0.21599,0.119159336,-0.4408474766,0.716774286887768,193.00501
IL23R,0.04346905824878465,0.1776684036967199,*,0.23271379574154027,0.11254,0.33107,1.630465788,0.7955690428,0.968961449036548,277.44165
CLCC1,0.0,0.08812537035018835,*,0.039088616410098434,0.1311,0.12667,0.037790152,1.043548753,0.146538158153351,1176.15749
TGFBR1,0.7832153084890309,0.0,*,0.7599073783274646,0.99892,0.77849,2.562425897,-0.2717554808,0.674308879146704,16.73502
IL1RN,0.010474078934075067,0.7523692573416055,*,0.7196826387768366,0.09392,0.71118,0.000001,-0.6924585987,0.838212141373522,19.76062
TGFBR2,0.6757464406713026,0.02864412992818804,*,0.8321281450419099,0.97598,0.8141,1.850939007,-0.0458352466,0.999861747543118,86.91008
ROGDI,0.0,0.667111918670419,*,0.012880577504856487,0.16981,0.11213,-0.616601531,-0.1358388221,0.84147013599163,115.29391
OR6T1,0.0,0.0,*,0.0,0.000001,0.000001,-0.14390826,1.5084030672,0.0583947706455434,190.9138
ZNF585A,0.0,0.006426776283099239,*,0.016012239656770354,0.000001,0.000001,0.903891184,0.8230720223,0.131897186557433,573.58849
DAGLB,0.012669881631108675,0.12979426411111095,*,0.02589820236895136,0.12004,0.10395,-1.986881211,0.0330391074,0.964674302798965,760.30438
ZNF585B,0.0,0.030766526561649694,*,0.015941759759119628,0.18664,0.09507,0.108440727,0.0918990122,0.7040452296978,1939.17005
GTSCR1,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,263.8848
UBA1,0.009383446930302762,0.0,0.8008855373296537,0.11391532272860957,0.52118,0.36073,3.777857896,-0.222203495,0.821598460111633,1096.01417
TRPS1,0.6221170362915928,0.029232448801704565,*,0.0,0.66817,0.13373,1.042490883,-1.7471967784,0.257241314137051,118.19802
UBA2,0.012599382414401103,0.012421021923955578,*,0.0,0.95202,0.13631,2.339887658,-0.2478890237,0.814935757682003,149.99248
UBA3,0.0,0.04715646984395349,*,0.01041754035423136,0.73328,0.13588,0.095513369,-0.7365523141,0.911014539993712,19.00162
TGFBR3,0.056483013416719546,0.0443979018213732,*,0.11070892973041262,0.60026,0.35923,1.489238321,0.1819030465,0.64337209163998,1518.25778
BMP8B,0.035315212930684306,0.07008491833702812,*,0.038531713996659625,0.41674,0.26179,2.323491937,0.000001,0.824882518597367,458.09062
BMP8A,0.012783061201574193,0.047932106220646184,*,0.01064658368598276,0.18341,0.13901,2.295440295,0.000001,0.170076134252119,3792.02101
NKAP,0.0,0.0,0.1197292864162292,0.015039568958411404,0.42748,0.10231,2.069535249,-0.2515300117,0.48724880401878,625.32683
TRPV1,0.07283207523628676,0.14486369819624542,*,0.03571690195870162,0.11105,0.25778,0.966330562,0.0091730418,0.80086304986514,0.20313
TRPV2,0.006345646389011105,0.04458078811878857,*,0.06008118570664164,0.10412,0.11814,0.822805786,-1.6369327847,0.182512867589754,330.68587
TRPV3,0.6337231992375836,0.03020771997973681,*,0.0,0.000001,0.000001,1.004838659,0.2332786257,0.355920189399640,3345.04135
CXorf49,0.0,0.006345740410709185,0.0,0.0,0.000001,0.000001,0.000001,0.000001,*,*
CCNE2,0.0063204410121247825,0.0538109423396902,*,0.03820273508444248,0.99576,0.16847,0.527657305,-0.0053819721,0.871577525599183,124.43094
CCNE1,0.12057761041258142,0.03425939208957896,*,0.11397869033063289,0.99976,0.28689,0.930797974,-0.3599402506,0.505381164157861,38.51875
TRPV5,0.006352868558572886,0.09395536894758194,*,0.17163738619812172,0.07422,0.29383,0.139148689,-0.0165119569,0.77289195878094,705.18817
TRPV4,0.6546545115724165,0.03151409064962323,*,0.10987119444763124,0.13281,0.25831,1.651606837,-1.2989238009,0.718280977407164,1111.20028
MASTL,0.6769234448473589,0.023292924716907002,*,0.7304133653168375,0.29611,0.11101,0.697186609,1.1372057223,0.0182491276925425,709.51008
TRPV6,0.0,0.012827868124511865,*,0.0169596435213967,0.000001,0.000001,1.064666863,-0.6833634347,0.727303301400164,1884.91912
CSDC2,0.018937117669501666,0.031573328042537686,*,0.006323891176561876,0.000001,0.000001,0.729630308,-0.2515300117,0.837923588113137,19.62493
MINPP1,0.0125545933584662,0.0,*,0.0,0.92582,0.12952,2.532430218,-0.6263184338,0.975692816766601,16.64118
CXorf57,0.0,0.0,0.10098503891252848,0.019064117664095093,0.000001,0.000001,1.943307696,-0.4022122566,*,326.40338
CXorf58,0.0,0.0,0.006234878597735973,0.0,0.000001,0.000001,0.446611936,0.7294267813,*,551.52051
KIAA0586,0.012957776628415784,0.04336955260795634,*,0.0,0.11831,0.09402,-0.041505736,0.6117192622,0.36464448012297,722.34786
MAST3,0.04350635061903404,0.02722473302666927,*,0.009378440991257371,0.30471,0.11609,4.206212344,-1.5451063502,0.81768465056984,517.24571
MAST4,0.033394555242369846,0.018425062214202655,*,0.027928055788884486,0.252,0.0819,3.772603052,-0.2151823105,0.834131471656473,1048.70314
CCND1,0.22429971114319994,0.023156689652692068,*,0.05388484696953318,0.99915,0.96333,2.621552395,-0.317668748,0.998835795108845,11.551
FAM114A2,0.0,0.017008115431846018,*,0.028316697375740933,0.10406,0.08373,-0.706232047,-0.178111357,0.142653555766554,244.27833
MAST1,0.025438555248298002,0.028463013144373016,*,0.024917750924892918,0.4929,0.10962,0.000001,-1.9051920932,0.986759459491658,47.92543
MAST2,0.010634543837424739,0.03278838133824187,*,0.01881273053542964,0.34982,0.1061,2.623188095,-0.1581125279,0.974152301665519,5581.08597
FAM114A1,0.0,0.0,*,0.03130609691974862,0.000001,0.000001,-0.482781313,0.358272123,0.170779389803060,2541.88338
CCND3,0.03991768401291326,0.049095213147519155,*,0.03120402217219619,0.000001,0.000001,0.767908882,0.3712242491,0.983256524704825,112.94478
CCND2,0.779606183075235,0.059515502305271736,*,0.12465753508911778,0.93215,0.74954,2.490900292,-0.1853912816,0.821521119947052,14.77663
CXorf56,0.0,0.0,0.02560015379984176,0.006350456098511447,0.15463,0.11262,0.000001,0.0350720539,*,2.94495
OR6V1,0.0,0.0,*,0.0,0.000001,0.000001,0.625300057,1.2842690375,0.113708213193590,2037.2887
VMO1,0.006339010455171866,0.0,*,0.01880781735774357,0.06805,0.08547,0.724579409,0.4373644605,0.0058187059557351,619.62287
ASTE1,0.0,0.018554580032881508,*,0.0,0.13505,0.08341,0.606427488,7.61E-05,0.665765649609404,60.16998
NKD1,0.02767840544999559,0.09206504356673154,*,0.05664940292910794,0.19067,0.16973,0.54531181,-0.8229196848,0.933545038125863,68.69321
NKD2,0.0,0.031612837666662945,*,0.006320855671068204,0.13879,0.10209,-0.220374151,0.000001,0.83977021768184,216.7969
SFTPA1,0.009538213387887578,0.06144536715291008,*,0.09876698052058819,0.07078,0.40525,0.357663008,0.4612283722,0.673638662270014,831.90165
FEM1B,0.01723504026526554,0.0,*,0.01864772960563269,0.25236,0.11809,3.328640315,-0.381986487,0.947620932627023,34.24977
FEM1A,0.01912917224518458,0.0,*,0.015597146854394516,0.22328,0.11703,3.667101056,-0.0035625971,0.923651491191806,33.87624
CSDE1,0.04153617211948193,0.0,*,0.017852239880480954,0.71193,0.17821,2.470467862,-1.0011204781,0.997729603337186,30.92563
ILVBL,0.014757514431003732,0.06512152919039084,*,0.04728142451562466,0.22645,0.1704,1.078941565,1.2051753496,0.893178092189685,379.14108
OR6Y1,0.0,0.0,*,0.012594314192983139,0.14953,0.08724,-1.667656199,1.4863524574,0.0162212306695091,2006.35393
VMP1,0.006395918376125003,0.019420051253183277,*,0.024908269501639223,0.52497,0.11325,1.543968613,-0.4058538669,0.114371359811310,21.96934
CXorf21,0.0063017129067799256,0.0,0.0,0.00639712668998976,0.19647,0.10424,0.000001,-0.1853912816,*,5.58073
CXorf23,0.01894661463113189,0.0,0.04328389860132317,0.0,0.000001,0.000001,0.415263935,-0.0697007245,*,63.4816
CXorf22,0.0,0.0,*,0.0,0.000001,0.000001,0.504640177,0.4923704915,*,1579.51304
CCNB1IP1,0.0062864950849319074,0.030321782235570707,*,0.025031118626665995,0.12977,0.1128,0.22063831,-0.1597046563,0.772225188717785,57.96636
FLRT3,0.009445064889862824,0.04379736002954073,*,0.7250937872783653,0.43584,0.12222,0.998988576,-0.0899272547,0.483942123223767,2304.67459
FLRT2,0.012518737780745732,0.05349266915741358,*,0.0,0.2241,0.11009,2.636281996,-0.0440158786,0.537223206790658,1227.80506
SHMT1,0.007903192455644487,0.03848627814262117,*,0.07657645383165634,0.8238,0.38836,1.095578562,0.2205364838,0.8207252783049,986.92433
CXorf38,0.0,0.0,0.018687547647532183,0.0,0.000001,0.000001,1.413374583,0.4373644605,*,24.78071
SHMT2,0.028259534122013943,0.10211128301703407,*,0.1640507749803843,0.17922,0.39461,1.280981697,-0.1137927883,0.923341968545081,257.84598
FLRT1,0.03209404245969753,0.03498249878862242,*,0.04892776962080714,0.06239,0.11168,2.014726836,-0.7054107958,0.297600093904973,67.31626
CXorf36,0.0,0.0,0.063861927978292,0.010127327288403664,0.000001,0.000001,0.833199329,1.0619621096,*,3215.09146
MAT2A,0.04138498958761384,0.02617392001712576,*,0.0513160817824122,0.81185,0.31462,2.029826302,-0.516085732,0.979560131100472,4.73287
CCNB1,0.04407717564763773,0.012494136384931345,*,0.03839441022421437,0.99904,0.10188,1.537857896,-0.1835708609,0.958816638094028,51.03958
FEM1C,0.03992519979351421,0.012635013763403941,*,0.0,0.6283,0.11262,2.470904094,-0.6263184338,0.931850835751717,19.14031
CCNB3,0.01577311471088038,0.0,0.21778510658765596,0.045268606229507104,0.000001,0.000001,1.527877772,-0.4408474766,0.53917561279198,69.04476
CCNB2,0.018346430242358703,0.04963808168492279,*,0.02357432497189779,0.86851,0.17715,0.060919594,0.1305330081,0.473547792638787,135.61225
SFTPA2,0.5778718777492551,0.01262134732281698,*,0.5915672043352201,0.08226,0.1374,0.427722636,0.6173737742,0.126855369959011,138.31651
MYCBPAP,0.006326638189378587,0.028743887845260583,*,0.0,0.09337,0.08885,-0.63413761,2.0118187116,0.176275363210910,2351.86361
CXorf30,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,1.8576163183,*,174.22535
MAT2B,0.03942579980135322,0.05353752136367726,*,0.042894968235830666,0.76157,0.29199,-0.104150366,-0.3378940345,0.981226454016053,31.67303
OR6X1,0.0,0.0,*,0.0,0.000001,0.000001,-0.252792202,1.0637787221,0.113708213193590,613.06404
REPIN1,0.08424887446392357,0.05651018942210418,*,0.05752956810459294,0.000001,0.000001,3.820271349,0.9296724198,0.915178102362003,7732.69315
BMP10,0.04759615319399517,0.08817363539381759,*,0.08177446962715806,0.20491,0.22087,0.557317271,0.0864408673,0.310308616001520,137.094
PRAC1,0.0,0.012702685208023111,*,0.006291107185709605,0.000001,0.000001,0.000001,0.4575949616,*,29.86582
CNOT8,0.028284826039771078,0.030948088874103833,*,0.01393729679777518,0.6546,0.15588,1.894394995,-0.2294837713,0.988335963082744,11.84674
DAK,0.027579108960032208,0.12859934402620454,*,0.07446004984261499,0.36278,0.29825,-0.32141309,-0.4849406854,0.449964960264766,342.48694
CCNI2,0.0,0.0,*,0.0,0.000001,0.000001,1.723599786,0.000001,0.0203539977863547,875.71216
ADH1C,0.006379156083852311,0.025163457066467727,*,0.006401074037915992,0.000001,0.000001,1.765693842,0.000001,*,*
CNOT3,0.010117149344010683,0.04158198471300848,*,0.0,0.73088,0.10155,3.736575468,-0.5988108652,0.948137026631444,98.27185
CNOT2,0.018863369033811393,0.025616674964885552,*,0.02334667820930311,0.28744,0.14229,2.278327659,-0.1174323893,0.988335963082744,17.74579
ADH1B,0.0,0.06166472929109036,*,0.07059424206575046,0.10541,0.43559,0.03084782,0.5530509048,0.0509297148828923,622.62467
ADH1A,0.009491130267368537,0.00645727774318671,*,0.03382296151626741,0.000001,0.000001,1.011021967,-0.4499465344,0.227207525298302,21.95267
CNOT1,0.0560060335314104,0.006224500651313196,*,0.041227071592783514,0.46774,0.13485,5.146462262,-1.8979689973,0.92737485295437,96.14268
CNOT7,0.0,0.0,*,0.0,0.82396,0.11262,1.701159716,-0.141298762,0.731196952393116,5.94172
BMP15,0.021880995289051096,0.006292155972230142,0.6990835814977738,0.6582671130348953,0.41269,0.19135,-0.500799392,0.5953267582,0.222596405756157,1548.61203
CNOT6,0.015826096989112724,0.0,*,0.012620456360767581,0.46135,0.12733,1.431525605,-0.291981272,0.907879928102372,52.51247
CNOT4,0.006217272108688939,0.018861239206772067,*,0.012440575253021105,0.63799,0.13304,2.271805596,0.0423487925,0.912093591083583,2482.62773
RCBTB1,0.015730835400701533,0.056578996607732884,*,0.0,0.22413,0.12033,0.549142087,-0.5767641553,0.59484435623776,37.96124
RCBTB2,0.006344642292069767,0.006350226734449965,*,0.0,0.16449,0.08898,0.247051626,-0.8651950269,0.278882672774215,41.44076
ODF2L,0.0,0.04268605702941672,*,0.024757003727810038,0.09086,0.08344,-0.170104081,-0.2203842967,0.186441872913235,719.8393
DAO,0.006381959176050904,0.05410763426335414,*,0.09302800152426591,0.11751,0.17229,-1.040348433,-0.6244972083,0.73202100517247,45.53519
HIRIP3,0.03442548854039727,0.015805811740577026,*,0.006390429060335055,0.24361,0.09072,0.386614494,0.4887301123,0.970161536806207,259.51396
DAP,0.0,0.018737937630924552,*,0.01419038630035721,0.02873,0.07403,0.000001,0.257356108,0.407553863491894,80.75027
GOLT1A,0.0,0.03909499543524259,*,0.03747638973436575,0.000001,0.000001,-0.77348174,-0.3397150076,0.532125163233184,18.54855
GOLT1B,0.0,0.012812472780704373,*,0.0,0.20274,0.11262,0.000001,0.5016893261,0.404376440750944,47.70445
HES7,0.006292030129725305,0.6783517192284881,*,0.01857740893965992,0.27407,0.1136,2.065159094,0.000001,0.821923374159462,14.20939
HES6,0.08904494074127167,0.021857467859542505,*,0.031714141912233415,0.000001,0.000001,2.272288149,0.000001,0.961006088600908,141.65667
NTSR1,0.009479398602704648,0.07344988254065578,*,0.08921326329985703,0.1766,0.31062,-0.482494271,0.6705643566,0.926893865143027,362.32153
NTSR2,0.0,0.012687254264350084,0.0,0.022956414795738227,0.13596,0.11051,0.000467619,0.000001,0.286688739177412,188.32662
SSUH2,0.01258996243440976,0.020882476312401692,*,0.0,0.000001,0.000001,0.000001,0.5328231217,*,347.2042
KRBA2,0.0,0.0062882992468760715,*,0.012632934211804208,0.000001,0.000001,0.05205904,0.0423487925,0.0289741116863659,129.10103
KRBA1,0.012645527747102083,0.03854599732280934,*,0.006303728632100889,0.000001,0.000001,0.16050032,0.000001,0.311744369268208,814.97375
BMP2K,0.012799514702757323,0.05176635901211762,*,0.09158676945579568,0.000001,0.000001,0.469059956,0.2737286911,0.892262460929385,1787.12697
CALR3,0.5862822635740895,0.0063170061115821715,*,0.6870938368065522,0.000001,0.000001,0.104941461,0.154398214,0.882738100058146,88.80833
FILIP1L,0.006292474929693632,0.03542184403750533,*,0.0,0.4869,0.09442,-0.485201956,-1.1904797959,0.266902169995936,2080.08329
EXTL3,0.01879743672748823,0.04047088689444691,*,0.006381911501717666,0.34888,0.17708,2.160898045,-1.7913037459,0.699664594797456,66.33025
ASTN1,0.021277637269017314,0.02190903514181119,*,0.015534088445385789,0.12514,0.11666,1.503675487,-1.0950469291,0.166474291421622,570.07336
ASTN2,0.07455597561065351,0.018674847382147888,*,0.07111440875090616,0.28632,0.11008,0.546350542,-2.2711609307,0.365587129359097,1146.31095
ANKS4B,0.009463850068772428,0.006394971621099906,*,0.006443311176412464,0.28311,0.0898,1.261546173,0.1728064496,0.182672448082512,131.04319
EXTL1,0.00936788265433397,0.0,*,0.0,0.19886,0.09359,0.017586865,0.7146579535,0.665963646069647,742.09286
CCNG1,0.0,0.057546497432290615,*,0.04434007262941776,0.64795,0.21581,-0.230211583,-0.0053819721,0.800905186959344,170.05268
EXTL2,0.0,0.023453165261044736,*,0.0,0.55326,0.12246,0.035167991,-0.315847836,0.106589173862139,27.37761
CCNG2,0.018888476170418476,0.041095891567481904,*,0.0,0.33256,0.14909,0.716310341,0.2389453174,0.80469380360926,89.33315
BTN1A1,0.02851657465724485,0.12738232335679062,*,0.031103144183535606,0.13191,0.19958,1.965469849,0.841481379,0.00413557516553406,177.56691
SDR16C5,0.0,0.0,*,0.0,0.000001,0.000001,0.146021259,0.1048489857,0.300154073201526,79.23879
TAF9,0.008130182485689938,0.041400748134048995,0.0345451568364336,0.06567412170052488,0.95557,0.38833,1.288149467,-0.3581197867,0.913796382038008,66.03446
LIPT2,0.0,0.0,*,0.006369545470275747,0.000001,0.000001,0.000001,0.000001,0.813342971928157,1461.89585
LIPT1,0.0,0.06792330144165791,*,0.040928209877068626,0.12505,0.18216,0.406361741,-0.2717554808,0.00158483671079978,96.16612
TAF2,0.01672123692752043,0.7325802734027167,*,0.02527042531596862,0.41383,0.119,2.769349626,-0.0421965765,0.477354998011436,1043.41092
TAF1,0.04571052628118878,0.0,0.9487977221224603,0.07786516339677128,0.65141,0.18046,5.177902833,-0.4206195083,1,384.74802
TAF4,0.03873246014686141,0.029413428088285527,*,0.009262695291037982,0.57067,0.18546,3.059503275,0.000001,0.309423803360621,1121.27796
PRAF2,0.0,0.006301461322340847,0.0250786222242415,0.0,0.17118,0.10424,0.000001,0.000001,0.206218345560398,13.4772
TAF3,0.047198546498030174,0.012488933422085095,*,0.021928598562696314,0.89948,0.11087,2.965826578,0.554869705,0.912816910758445,223.31196
TAF6,0.006252718336766859,0.012542033683927763,*,0.03330643878802504,0.73985,0.13844,2.208782039,-1.2179688265,0.979956625336706,236.6392
TAF5,0.015832746384594403,0.006481997301875983,*,0.012579297800530914,0.92474,0.12743,2.495229437,-0.5583574367,0.941696023356592,2345.15679
TAF8,0.019001317325686475,0.05909658499240314,0.0,0.0372178438615363,0.31114,0.25991,0.957968855,-0.381986487,0.833363418753392,21.02525
TAF7,0.04935921541400641,0.019438979068566842,*,0.028213259714392765,0.58984,0.15588,0.538889646,-0.317668748,1,9.53967
FDPS,0.059352846751388015,0.04755427125753249,*,0.08199491944075649,0.17645,0.35141,1.983635389,0.5714628515,0.998147632671298,126.3179
AKAP8L,0.012353786361292154,0.06442165474588642,*,0.028098096025091262,0.000001,0.000001,2.178381237,-0.3360735926,0.979009090895419,45.99788
SHANK1,0.07498280997042886,0.010406993820670136,*,0.0,0.15019,0.10342,3.811392523,0.000001,0.309422564356230,820.42694
SHANK2,0.6854340758594623,0.08706745749977275,*,0.07792327369187409,0.000001,0.000001,0.000001,0.000001,0.788169523810483,1233.68596
SHANK3,0.7084698879885951,0.038221099214335946,*,0.08055312326886738,0.19798,0.11117,4.714052438,0.000001,0.79352699784268,3010.19231
SAFB2,0.014466901749904757,0.014053290737903509,*,0.03452496400623464,0.17843,0.15468,3.974204877,-0.9295205137,0.992202166199995,138.84431
PLK5,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,13099.05253
PLK4,0.012670338219014617,0.06907911213510877,*,0.06657196659997451,0.54171,0.24559,-0.006735232,-0.3067505771,0.969657303353636,93.45235
PLK3,0.029389650763468958,0.08072072028569484,*,0.027304311094687554,0.29709,0.18462,1.213422285,-1.1095415568,0.990453111118527,54.52333
LOXHD1,0.00935528761268358,0.7290967882663596,*,0.015797751925951755,0.17569,0.10035,0.000001,1.1831269329,0.867656720492545,5524.46007
PLK2,0.018722986552597687,0.02677273951596225,*,0.0,0.000001,0.000001,2.834828808,-0.3801660072,0.989362075060639,52.84148
PLK1,0.10309599398414142,0.05643852911049285,*,0.06149431044520088,0.99699,0.63475,2.764347811,-0.290161348,0.991385922490176,97.38524
DRICH1,0.0,0.00630053482433828,*,0.0,0.000001,0.000001,0.000001,1.2824547266,*,*
NKG7,0.0,0.0,*,0.0,0.06376,0.0935,-0.134740179,0.1268952597,0.00182945164980380,131.63164
ODF3B,0.02511884833848464,0.02686970071906039,*,0.0,0.000001,0.000001,1.230239721,0.000001,0.471208295418694,346.54234
SEL1L,0.00626231651269731,0.03213747068529199,*,0.00752124988010088,0.3657,0.18583,1.950297793,0.154398214,0.951566997850536,162.19537
IBA57,0.0,0.5950696501364592,*,0.025350708278707956,0.1751,0.09805,1.299199087,0.000001,0.114371359811310,1061.6846
USPL1,0.019229325895359622,0.0702613043260651,*,0.025003855509344367,0.1087,0.08523,-1.071324427,0.4537437302,0.948385715019829,2982.03517
HEXA,0.0,0.8166541858555996,*,0.11531280186169598,0.11138,0.59493,1.047705629,-0.3342536733,0.999546335301985,142.96503
